,initialhidden0_0,initialhidden0_1,initialhidden0_bias,initialhidden1_0,initialhidden1_1,initialhidden1_bias,initialinput0_0,initialinput0_1,initialinput0_bias,initialinput1_0,initialinput1_1,initialinput1_bias,hidden0_0,hidden0_1,hidden0_bias,hidden1_0,hidden1_1,hidden1_bias,input0_0,input0_1,input0_bias,input1_0,input1_1,input1_bias,converged,sum_error,num_epochs
0,-0.0667174406301,0.673657936411,0.4798373823,0.576583110255,-0.677513054203,0.291198908217,-0.983111884326,0.413843404626,0.62836316418,0.838888265076,-0.220450410374,0.933692883304,-4.44360483159,4.58900146672,-2.23477427397,4.4214129154,-4.5929607678,2.24705146223,3.69728325441,-4.10321018319,-1.82262011373,6.02264665057,-5.98501130976,3.58012378625,1,0.199976105252,4188
1,-0.855396555091,-0.222529973365,0.545926813976,-0.784678299378,0.378907406043,-0.0487044497764,0.485150957848,-0.976355091137,-0.798211760308,-0.636202380594,0.039614229001,0.339470268956,-4.65780841837,-4.48093980779,2.22537555148,4.48619795638,4.31363344781,-2.13993230529,5.20960506231,-5.3205501946,-3.1435381895,-4.42054291781,4.03468044137,-2.19331227513,1,0.199845842128,3203
2,0.253152625099,0.080997266317,-0.639815638471,-0.169945046538,-0.993277805275,-0.0914692401594,-0.258046753986,0.554016492909,0.957989453595,-0.181439085583,-0.240435625484,-0.984645678309,3.40221577251,4.55315214634,-3.39240981963,-3.39681816567,-4.57484644889,3.38766265929,-3.61548578291,7.26741645689,2.05733061206,-4.8220275989,-7.19373387817,1.07049142935,0,1.03548635384,7500
3,-0.809375797638,0.593076121783,-0.0136561294821,-0.0469417165437,0.709313691374,0.57535151543,-0.465152070111,0.396887671747,0.00739254166437,0.259905742783,0.216631535611,0.320959268508,-4.97900160938,4.42781108221,-1.91070364783,4.68355001302,-4.10183118459,1.74788542833,-5.41000330353,5.23368587544,-3.0478951089,-4.13370886658,4.42620141096,1.94344481605,1,0.199735801899,6332
4,-0.996392121139,-0.520179824246,-0.893356646111,-0.632091620939,-0.782465922215,-0.31303209625,0.497215052233,-0.219883833521,0.863475313697,0.0592208366803,-0.528449473857,0.2729827372,-4.72072989645,5.4546326418,1.95628022765,4.58608328641,-5.34481535077,-1.88963696203,-3.41850768562,-3.42971876124,4.90524409937,-5.83654191035,-5.87741774417,2.00408921509,1,0.199763834629,5666
5,0.105052346691,0.558850045262,-0.960946852567,-0.908076300723,0.2949847003,0.594281624638,0.0685503327553,-0.711285995987,-0.487263955266,-0.766499066833,0.73694408976,0.297143300889,4.42457308785,3.54114508416,-3.52833559535,-4.43936516214,-3.53252349382,3.52026862644,-4.47792755004,-7.18511429554,1.045019351,-4.10112036949,7.49684750737,2.49652479438,0,1.0332115264,7500
6,-0.171852983956,-0.522636443374,-0.109706405171,0.0559856489628,0.759023867116,-0.14562525628,0.341704218488,0.0339108248857,0.360429361857,0.766236422444,0.778632969787,-0.524287858028,5.06105143583,-4.9058565847,2.23170113623,-5.08254806542,4.92838952692,-2.24293264676,3.21056350842,3.21238672034,-4.83009802994,5.80563619935,5.75230241979,-2.19333259307,1,0.199915632206,3261
7,0.519706026967,0.166998253982,0.257719422293,-0.745749910761,-0.299415783546,0.126821988776,0.639497003673,-0.860103883594,-0.740267404802,0.655612479201,0.827088716839,0.151469637199,4.87886204948,-4.95726002568,2.34936347168,-4.96871807414,4.99020309789,-2.34212836414,3.25335206067,3.26102627502,-4.86985408895,5.94224746913,5.93355502164,-2.14585961074,1,0.199944405062,4925
8,-0.0378432503593,-0.715262048372,0.3997166293,-0.26077757939,0.920868699531,-0.0887277519094,-0.994032735881,-0.883208295879,-0.716683779761,-0.192834281101,-0.507896408126,-0.863480310849,4.92429676781,-4.03595089186,0.00114374769997,-4.93465938875,4.04192992918,-0.0011286809677,-5.07050148289,-7.57800816439,1.20289666162,2.83783692361,-7.09624940282,-1.70551384463,0,1.02356180092,7500
9,0.149787778827,0.853227152204,-0.446729833888,-0.275518329616,0.205002911536,-0.635249162234,0.0706796303198,0.215626578798,-0.786343494363,-0.968164216474,-0.510283840788,-0.832874825924,4.8216679059,5.1608102362,-2.44378994944,-4.66342257525,-5.0035761543,2.36385343056,3.40503248892,3.41164422248,-5.22466462609,-5.62724247964,-5.62731294311,1.83500191667,1,0.199932726748,3374
10,-0.621033948735,-0.700004444162,0.0886679789019,-0.0266674686047,0.730379604267,0.290459405591,-0.174879190722,0.410083144946,-0.775666645464,-0.864385281472,0.614613929889,0.230300491711,4.12711770189,-4.819479673,-1.7239773192,-4.3270646311,4.9910096444,1.82471529448,-3.95601489086,4.32848296679,1.76548057856,-5.76589250881,5.7017499421,-3.42448376603,1,0.199742273567,3883
11,-0.48840208713,-0.689891844918,0.381821719242,-0.430424573426,-0.370390590625,0.678612459355,0.155007975678,-0.0172737620463,-0.966595857897,-0.643447493108,-0.940552134387,-0.712108543184,4.54262931507,4.91751693213,-2.31153310332,-4.95650880018,-5.2865317045,2.51494092057,3.38120815813,3.38710391256,-5.17862275136,-5.72831119529,-5.72218365824,1.85471597537,1,0.199771616467,4068
12,-0.346241318687,-0.436597330916,-0.76763556897,-0.988525329659,-0.583586727807,-0.723855189777,0.536371231076,0.641857076506,0.223066424306,-0.281367736669,0.485101965066,0.260321991054,0.0593666420397,-0.521482231832,0.129105765483,-0.2649117896,0.51072910021,-0.0489712809915,-0.14483674742,0.140306338223,-0.52886766142,-1.24976152751,0.728913480848,-0.723107909165,0,1.99954540067,7500
13,-0.837589329397,-0.3294288399,0.430240242688,0.894210666828,0.577121970546,0.463797376078,0.595829725359,-0.390756208284,-0.474707825877,-0.214902489986,-0.0433780702734,0.401551685433,-4.63200465304,-4.41213724158,2.20007371373,4.5697996617,4.34564632854,-2.16724170134,5.36841224541,-5.46952249061,-3.27578500538,-4.3406789465,3.95279620351,-2.12747380153,1,0.199937635351,3020
14,0.564059547277,0.233518619969,-0.691705827117,0.106433003623,0.284828287762,-0.357665495363,-0.292048314411,-0.580901837741,-0.551890739041,-0.412103021281,0.750739637558,0.52734493986,5.03237823655,3.26537083211,-3.2616409568,-4.98649333533,-3.23554663973,3.2320843724,-5.49797252435,-7.45642450759,1.24176874496,-2.51728510881,6.90925149728,1.06376824988,0,1.03839687557,7500
15,-0.148310156243,0.00832739062246,-0.692037744831,-0.632012518708,0.918930828905,0.639273438224,-0.115040315322,-0.569883907997,0.844441158772,-0.645754820004,0.852019299951,-0.262004693411,4.17608901254,-4.73487505988,-1.79088203701,-4.33647208534,4.87397907752,1.87261217143,-4.15733478066,4.41671319571,1.97139385661,-5.4414213028,5.23149814893,-3.03283027827,1,0.199735851557,3437
16,0.261297382529,-0.969835970991,0.266234965386,-0.695628930285,0.716431177418,-0.620188168906,-0.123189976384,0.591791213885,0.517069856272,0.674657883236,-0.396500392554,0.913855765339,4.05852601138,-4.60815113145,0.566055789416,-4.06635904656,4.60343968777,-0.553758631808,-3.46821190218,7.17707159741,2.26828539155,4.49515835687,7.26125072179,-1.07762852716,0,1.03762466258,7500
17,-0.25731319597,0.718440127114,0.534882506035,-0.867302255243,-0.839811191593,-0.469520665762,0.0319100052653,0.0262949380029,0.937934713013,-0.0136696554978,0.663520261496,0.952162285878,-4.7438730693,4.513236128,-2.06004148332,4.49375874416,-4.37293852161,2.03064518626,-4.20241135378,3.83618248259,-1.98774757036,-5.46708111746,5.51029941378,3.04715177084,1,0.199734912599,3735
18,-0.707905413517,0.632668533453,0.169875016047,-0.773800473365,0.81495905346,0.70602373766,0.683570371005,-0.642578916521,-0.3720789791,0.93993525123,-0.430108775834,0.855660591836,-4.92682903943,4.59572713371,-2.07399646379,4.41363649703,-4.16101744317,1.8882687178,4.13408370149,-4.41873769984,-2.22567209975,5.19078654196,-5.02352268582,2.67826078158,1,0.199945854725,3109
19,0.423383132232,-0.593325031305,-0.557348743085,0.746294962852,-0.305822830273,-0.959932173366,0.164417202032,-0.758899641038,0.73037564253,-0.122585800749,0.233379251715,0.941295078576,0.343493341294,-0.25513035028,-0.0764374207287,0.871593741156,-0.259134999213,-0.370667953065,-0.425939444437,-0.340313323023,0.640077359539,-0.709096075182,-0.405407241862,0.396777642852,0,2.01929824074,7500
